Name,Type,Rating,No of Reviews,Comments,Contact Number,Price,Address
Maison Harlem," French, Bar, European",4.5,182.0,"This was our first visit and it started rough. Cocktails were ordered but the first course came ten minutes before they arrived. The food was not great.
Then the mains came and they were excellent. A delicious Dorade dish was the star. We opted for...More",+1 212-222-9224,2.5,"341 Saint Nicholas Ave, New York City, NY 10027-7602"
Pane Vino," Italian, Gluten Free Options, Vegetarian Friendly",4.5,322.0,"Finally, a chef who knows how to cook seafood, without getting it overdone, and serves the food hot!!!  Six of us had a delicious meal here, five different entrees, and they all were good.  The beet and goat cheese salad had many beets and was...More",+1 585-232-6090,4.0,"175 N Water St, Rochester, NY 14604-1131"
Loukoumi taverna," Mediterranean, Greek, Vegetarian Friendly",4.5,155.0,"Loukoumi is a real authentic Greek restaurant-cuisine.. The service was amazing, the food GREAT, Atmosphere Good.
Huge portions, all main courses comes with a side dish, try the red snapper, and for appetizer try the grill cheese halloumi. Highly recommended!",+1 718-626-3200,2.5,"4507 Ditmars Blvd, Astoria, NY 11105-1338"
The Melting Pot," American, Gluten Free Options, Vegetarian Friendly",4.5,284.0,Me and my daughter went here for dinner. The waiter was new and didnt really know the menu or how to cook the food. The other waiter who was assisting this waiter was not very knowledgeable either. After leaving this restaurant I got very sick...More,+1 716-685-6358,4.0,"1 Walden Galleria, Buffalo, NY 14225-5408"
Nick's," Italian, Pizza, Vegetarian Friendly",4.5,269.0,Maybe i was there during an off time as it was early in the dinner hour.  The place relatively empty.  We ordered a family style which was delicious.  I then had the pasta with garlic and i tell you there were big cloves of garlic...More,+1 212-987-5700,2.5,"1814 2nd Ave, New York City, NY 10128-5601"
Bemelmans Bar, Bar,4.5,479.0,"Husband and I stopped for afternoon cocktails.  We were celebrating my birthday- I had a champagne cocktail, husband had Manhattan- both were beautiful and delicious.  Sharif was an awesome, fun bartender and made my birthday very special.  The decor and atmosphere were everything you have...More",+1 212-744-1600,4.0,"35 E 76th St, New York City, NY 10021-1827"
The Why Coffee Shop," American, Diner",4.5,87.0,"This little corner place is owned by the daughter of the founder, (since passed), GREAT service, prices, selection. ALL home made right there in front of you as the kitchen is open.",Not Available,1.0,"1319 Main St, Niagara Falls, NY 14301-1117"
Bonefish Grill - Poughkeepsie," American, Seafood, Gluten Free Options",4.0,261.0,"Our recent dinner at Poughkeepie’s Bonefish grill impressed with unusually attentive server(s), well prepared stuffed lobster entree, and surprisingly, an exceptionally low price point for their draft beers, at $4.50 a pint. Beer selection was not good, with only usually large brewery offerings and no...More",+1 845-432-7507,2.5,"2185 South Rd, Poughkeepsie, NY 12601-5660"
Malcolm's," American, Vegetarian Friendly, Vegan Options",5.0,47.0,"Nice lunch, cozy space a bit chilly the day we sat in but great service and food.
Would definitely return to try something else.",+1 518-344-4599,2.5,"617 Union St, Schenectady, NY 12305-1502"
Dutch Kills Centraal," American, Bar, Gastropub",4.0,618.0,"Top-notch food, best-in-class cocktails, and a really delightful staff!  Ashley & Maddie were simply wonderful and the owners are just so welcoming!  Definitely a spot to which I’ll return!",+1 718-606-8651,2.5,"3840 29th St, Long Island City, NY 11101-2715"
Tamarind - Tribeca," Indian, Asian, Vegetarian Friendly",4.5,711.0,The absolute BEST Indian food I have ever had.  Tandoor Topli Na Paneer was amazing! Fine dining with great decor and fabulous service. Highly recommend!,+1 212-775-9000,4.0,"99 Hudson St, New York City, NY 10013-2815"
Tombolino Ristorante," Italian, Vegetarian Friendly",4.5,58.0,The place is nicely decorated with cozy atmosphere. Menu is over priced and portions could be bigger. Food is good but price wise with many other restaurants in Yonkers I would search for more reasonably priced that won’t hurt your pocket and if not same...More,+1 914-237-1266,2.5,"356 Kimball Ave, Yonkers, NY 10704-3042"
Il Poeta," Italian, Vegetarian Friendly",4.5,56.0,"Good authentic Italian.  
The best restaurant since the great Tazzina closed its doors.
Hugely popular for good reason.",+1 718-544-4223,2.5,"9804 Metropolitan Ave, Forest Hills, NY 11375-6628"
Manetta's Ristorante," Italian, Pizza, Vegetarian Friendly",4.5,185.0,"Very nice Pizza and Ravioli. The Bread was very delicious. Wie enjoyed this eveinig there , we will be coming back!",+1 718-786-6171,2.5,"1076 Jackson Ave, Long Island City, NY 11101-5720"
Mei Jin Ramen," Japanese, Soups, Asian",4.5,144.0,Good ramens (but soup was a bit too oily/fatty) with delicious gyozas. Atmosphere of the restaurant is ok.,+1 212-327-2800,2.5,"1574 2nd Ave, New York City, NY 10028-2617"
Fat Bob's Smokehouse," American, Bar, Barbecue",4.0,317.0,"It breaks my heart to write this review... but it must be done.  

Today, February 14, 2020, I decided to take my wife & daughter to Fat Bob's Smokehouse for a relaxed Valentines dinner.  My wife ordered baked haddock, that wasn't fully cooked, daughter ordered...More",+1 716-887-2971,2.5,"41 Virginia Pl, Buffalo, NY 14202-1323"
Mahogany Grill," Steakhouse, American, Bar",4.0,565.0,I have gone here for years and I have always loved it but tonight I waited 15 minutes for a server and after asking we received a server who did not apologize once for the wait and came over extremely sarcastically and rude. When asked...More,+1 607-272-1438,2.5,"114 N Aurora St, Ithaca, NY 14850-4302"
Chill 443," American, Bar, Brew Pub",4.5,194.0,"Great food
Great service
Great atmosphere 
The nachos is a must HAVE when you are there.
We will be back!",+1 716-284-2501,2.5,"443 Main Street, Niagara Falls, NY 14301-1525"
The Door," Caribbean, Jamaican, Vegetarian Friendly",4.5,308.0,"Make stupid mistake placing and have the nerve to be arguing with customers, Not doing job correctly short African looking bald headed woman",+1 718-525-1083,2.5,"16307 Baisley Blvd, Jamaica, NY 11434-2508"
Sanford's," American, Vegetarian Friendly, Gluten Free Options",4.5,190.0,First off I never ever write reviews but I had to this time. I ordered the farm salad for 24.00 and it was definitely without a question one of the Costco or supermarket bagged salad. I was expecting a home made salad and this DEFINITELY...More,+1 718-932-9569,2.5,"3013 Broadway, Astoria, NY 11106-2610"
Wine on Third," American, Wine Bar, Bar",4.5,465.0,"My wife and I have been to Wine on Third several times and have always found the place to be convivial.  The food is great and wine is, well what can I say, it's in their name.  Great place.",+1 716-589-9463,2.5,"501 3rd St, Niagara Falls, NY 14301-1507"
Druthers Brewing Company," American, Bar, Pub",4.5,57.0,"Interesting menu full of tasty choices. Good looking pizzas and a really
Wonderful salad. Beer was great as well. Nice place to visit.",+1 518-357-8640,2.5,"221 Harborside Dr, Schenectady, NY 12305-1042"
Jungsik," Asian, Korean, Gluten Free Options",4.5,272.0,"Instead of going for the full tasting menu we came here to enjoy their dessert only tasting menu. Understandably, this is served in the bar rather than in the main dining area. Despite this, the service - of both the food and wine - was...More",+1 212-219-0900,4.0,"2 Harrison St, New York City, NY 10013-2810"
Ferrari's Ristorante," Italian, Vegetarian Friendly, Vegan Options",4.5,310.0,"I frequent the Capital District of NY and Ferrari's is a must stop for eating every time, no matter what else I've go going on while I'm in town. You walk out of here hungry there's something wrong with you. The amount of food is...More",+1 518-382-8865,2.5,"1254 Congress St, Schenectady, NY 12303-1945"
"Blue Collar Brewery, Inc."," American, Bar, Pub",4.5,56.0,"Not sure how this place has 4.5 stars here on tripadvisor (or any review site).  Maybe because of the beers, which are ok.  Not better than any other small commercial brewery though.   We ordered a range of food.  Pub House Fries, Quesadilla, Po Town Cheesesteak,...More",845-454-BREW,2.5,"40 Cottage St, Poughkeepsie, NY 12601-2015"
Buon Amici," Italian, Vegetarian Friendly, Gluten Free Options",4.0,170.0,"My mother, daughter and I traveled to White Plains for the 1st time to look at Pace U.  We went to dinner on Valentine's Day.  They had a special menu for the evening.  We had a mozzarella, sausage, basil roll appetizer.  The handmade lobster ravioli...More",+1 914-997-1399,2.5,"238 Central Ave, White Plains, NY 10606-1218"
Up Thai restaurant," Asian, Thai, Vegetarian Friendly",4.5,351.0,Just found this little gem in New york. What a find food was fantastic and service was amazing. My friend and I had the $11 lunch special which was more than enough food . I had my favorite green thai curry and absolutely loved it....More,+1 212-256-1188,2.5,"1411 2nd Ave, New York City, NY 10021-3771"
Norma," Italian, Pizza, Mediterranean",4.5,204.0,"Food--wow very Sicilian, prices fair
Service--friendly, efficient, genuine
Ambience--nice layout despite small space

More Italian heard here than most

Make sure you stop by if in the area",+1 212-889-0600,2.5,"438 3rd Ave, New York City, NY 10016-6040"
Parkside Restaurant," Italian, Vegetarian Friendly, Vegan Options",4.5,477.0,My husband and I had not been to Parkside in a number of years. The food never disappoints. Excellent imported Parmesan cheese with bruschetta. I loved the meat bread. Grilled swordfish was great and so was the calamari/scumgilli fra diabolically. We were lucky enough to...More,+1 718-271-9871,2.5,"10701 Corona Ave, Corona, NY 11368-3218"
Kuu Ramen," Japanese, Soups, Asian",4.5,161.0,"Raw pork dumplings 
Ok ramen 
Large portion 
TripAdvisor should take down the reviews
It is misleading and undermines the ratings list",+1 212-571-7177,1.0,"20 John St, New York City, NY 10038-4038"
Avli Little Greek Tavern," Mediterranean, Greek, Vegetarian Friendly",4.5,164.0,We found this place by accident driving by one day and said we should try it next time. We went to the Kafe side It was amazing. From customer service when you first walk in to the deliciousness of the food we loved it. It...More,+1 718-224-7575,2.5,"3831 Bell Blvd, Bayside, NY 11361-2058"
Scalini Fedeli," Italian, Vegetarian Friendly, Vegan Options",4.5,427.0,A quaint romantic restaurant with a excellent food. They bring you things to eat in between courses. Staff is great. Everything we ate was delicious. Great for couples and special occasions.  Will definitely be back.,+1 212-528-0400,4.0,"165 Duane St, New York City, NY 10013-3332"
Buffalo Chophouse," American, Steakhouse",4.0,317.0,Amazing food!  It was the best dinner we’ve ever had!  I ordered the short ribs and my fiancé ordered the filet and both were delicious!  Our server Megan was great!  We can’t wait to go back!,+1 716-842-6900,4.0,"282 Franklin St, Buffalo, NY 14202-1902"
The Glass Tavern," American, Bar, Seafood",4.0,154.0,"We came here a little late on a Wednesday.  Dining room closed because of lack of customers.  We were seated in the bar area, which was fine.  However, it is entirely annoying to be stuck with hi-top tables and chairs.  It seems to be a...More",+1 518-952-7443,2.5,"115 Saratoga Rd, Schenectady, NY 12302-4211"
El Mexicano," Mexican, Southwestern, Latin",4.5,272.0,"My husband and I moved back to Upstate NY after living 6 yrs in New Mexico. This restaurant comes closest (very close) to the best restaurants we frequented in NM. Yes, it's a bit pricey, but you get what you pay for. Service is fabulous....More",+1 518-226-0105,2.5,"208 S Broadway, Saratoga Springs, NY 12866-4570"
Crave Fishbar," Seafood, American, International",4.5,424.0,Hits & Misses for this place.  I feel this place is overpriced considering the ambiance and food quality.  We were a party 4 adults and were placed in one of the booths - it was too tight; and if I'm paying upper 20's to upper...More,+1 646-895-9585,2.5,"945 2nd Ave, New York City, NY 10022-7761"
Grazie," Italian, Vegetarian Friendly, Vegan Options",4.5,376.0,"I went there with some friends and their baby around Christmas. Our server was clearly upset when we told him we only wanted some drinks, coffees and a couple desserts (basically, not dinner but still, a full order): it took him half an hour to...More",+1 212-717-4407,2.5,"26 E 84th St, New York City, NY 10028-0426"
